	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	GEO_ID	estab_agg	emp_agg	payann_agg	emp_api	payann_api	estab_api
0	47	999	Statewide	11	Fishing	47	1141	0500000US471850500000US471870500000US47187	3.0	0.0	0.0	0.0	0.0	1.25
1	47	999	Statewide	11	Hunting and trapping	47	1142	0500000US470650500000US470990500000US471330500000US471530500000US47153	5.0	0.0	0.0	5.111111111111111	128.66666666666666	4.111111111111111
2	47	999	Statewide	11	Logging	47	1133	0500000US470010500000US470010500000US470050500000US470050500000US470070500000US470110500000US470110500000US470130500000US470130500000US470170500000US470170500000US470190500000US470190500000US470210500000US470210500000US470250500000US470250500000US470270500000US470310500000US470330500000US470350500000US470350500000US470370500000US470390500000US470390500000US470410500000US470430500000US470430500000US470470500000US470470500000US470490500000US470490500000US470510500000US470510500000US470550500000US470550500000US470590500000US470590500000US470610500000US470610500000US470650500000US470650500000US470690500000US470690500000US470710500000US470710500000US470730500000US470730500000US470750500000US470770500000US470770500000US470790500000US470790500000US470830500000US470830500000US470850500000US470850500000US470910500000US470910500000US470930500000US470930500000US470990500000US470990500000US471010500000US471010500000US471030500000US471070500000US471070500000US471090500000US471090500000US471110500000US471110500000US471130500000US471130500000US471150500000US471150500000US471230500000US471230500000US471250500000US471270500000US471270500000US471290500000US471290500000US471310500000US471310500000US471330500000US471330500000US471350500000US471350500000US471410500000US471410500000US471430500000US471430500000US471470500000US471470500000US471510500000US471510500000US471530500000US471530500000US471550500000US471550500000US471610500000US471610500000US471630500000US471630500000US471650500000US471650500000US471670500000US471670500000US471750500000US471750500000US471770500000US471790500000US471810500000US471810500000US471830500000US471830500000US471850500000US47185	282.86785714285713	829.2559523809524	30935.972619047618	775.3333333333334	23738.555555555555	139.44444444444446
3	47	999	Statewide	11	Support activities for animal production	47	1152	0500000US470030500000US470030500000US470090500000US470090500000US470110500000US470110500000US470150500000US470170500000US470350500000US470370500000US470370500000US470410500000US470430500000US470470500000US470470500000US470490500000US470550500000US470550500000US470650500000US470650500000US470790500000US470890500000US470930500000US470930500000US470970500000US470970500000US470990500000US470990500000US471050500000US471050500000US471130500000US471290500000US471430500000US471450500000US471450500000US471470500000US471490500000US471530500000US471550500000US471550500000US471570500000US471570500000US471630500000US471650500000US471650500000US471750500000US471750500000US471790500000US471790500000US471870500000US471870500000US471890500000US47189	100.55	106.66666666666666	5094.325	194.0	9931.444444444443	49.111111111111114
4	47	999	Statewide	11	Support activities for crop production	47	1151	0500000US470270500000US470270500000US470330500000US470330500000US470350500000US470350500000US470370500000US470370500000US470430500000US470430500000US470450500000US470450500000US470510500000US470650500000US470650500000US470670500000US470670500000US470750500000US470750500000US470790500000US470910500000US470910500000US470930500000US470930500000US470950500000US470950500000US470970500000US470970500000US471130500000US471130500000US471190500000US471190500000US471310500000US471310500000US471410500000US471410500000US471470500000US471470500000US471570500000US471570500000US471650500000US471670500000US471670500000US471870500000US47187	69.5	29.55	5608.45	320.0	14388.444444444443	28.555555555555557
5	47	999	Statewide	11	Support activities for forestry	47	1153	0500000US470010500000US470210500000US470370500000US470370500000US470430500000US470650500000US470650500000US470710500000US470710500000US470790500000US470790500000US470930500000US470930500000US471090500000US471090500000US471130500000US471130500000US471770500000US471770500000US47181	25.5	61.375	1383.5	308.1111111111111	5180.888888888889	12.555555555555555
6	47	999	Statewide	11	Timber tract operations	47	1131	0500000US470510500000US470510500000US470650500000US470650500000US470930500000US470930500000US471130500000US471490500000US471510500000US471510500000US471570500000US47157	13.25	0.0	0.0	9.444444444444445	894.7777777777778	6.666666666666667
7	47	999	Statewide	21	Coal mining	47	2121	0500000US470010500000US470010500000US470130500000US470130500000US470250500000US470250500000US470930500000US471150500000US471150500000US471630500000US47163	19.833333333333332	190.97619047619048	19269.464285714286	121.22222222222224	6661.888888888889	8.11111111111111
8	47	999	Statewide	21	Metal ore mining	47	2122	0500000US470890500000US470890500000US471390500000US471590500000US47159	6.0	90.375	5291.75	253.33333333333337	17180.88888888889	4.666666666666667
9	47	999	Statewide	21	Nonmetallic mineral mining and quarrying	47	2123	0500000US470010500000US470010500000US470030500000US470030500000US470050500000US470050500000US470070500000US470070500000US470090500000US470090500000US470110500000US470110500000US470130500000US470130500000US470150500000US470150500000US470190500000US470190500000US470210500000US470250500000US470250500000US470290500000US470290500000US470310500000US470310500000US470350500000US470350500000US470370500000US470370500000US470390500000US470390500000US470410500000US470410500000US470430500000US470430500000US470490500000US470490500000US470510500000US470510500000US470550500000US470550500000US470570500000US470570500000US470590500000US470590500000US470610500000US470610500000US470630500000US470630500000US470650500000US470650500000US470710500000US470710500000US470730500000US470730500000US470790500000US470790500000US470810500000US470810500000US470870500000US470890500000US470890500000US470930500000US470930500000US470990500000US470990500000US471030500000US471030500000US471050500000US471050500000US471070500000US471070500000US471130500000US471130500000US471150500000US471150500000US471170500000US471170500000US471190500000US471190500000US471210500000US471210500000US471230500000US471230500000US471250500000US471250500000US471270500000US471330500000US471330500000US471350500000US471350500000US471390500000US471390500000US471410500000US471410500000US471430500000US471430500000US471450500000US471450500000US471470500000US471470500000US471490500000US471490500000US471530500000US471530500000US471550500000US471550500000US471570500000US471570500000US471590500000US471590500000US471630500000US471630500000US471670500000US471670500000US471710500000US471710500000US471730500000US471730500000US471770500000US471770500000US471790500000US471790500000US471810500000US471810500000US471830500000US471830500000US471850500000US471850500000US471870500000US471870500000US471890500000US47189	283.125	923.8333333333334	59981.958333333336	1287.0	96139.33333333331	140.55555555555554
