	NAICS_Sector	NAICS_TTL	state	relevant_naics	COUNTY	id	GEO_TTL	GEO_ID	estab	emp	payann	estimate
0	11	Fishing	22	1141	9	22009	Avoyelles Parish, Louisiana	0500000US22009	1.0	0.17857142857142852	852.5297619047619	1.0
1	11	Fishing	22	1141	23	22023	Cameron Parish	0500000US22023	1.0	3.4	83.4	1.0
2	11	Fishing	22	1141	29	22029	Concordia Parish	0500000US22029	1.0	3.4	83.4	1.0
3	11	Fishing	22	1141	29	22029	Concordia Parish, Louisiana	0500000US22029	1.0	-3.0902777777777777	40.25	1.0
4	11	Fishing	22	1141	33	22033	East Baton Rouge Parish	0500000US22033	2.0	6.8	166.8	1.0
5	11	Fishing	22	1141	33	22033	East Baton Rouge Parish, Louisiana	0500000US22033	3.0	0.875	55.07142857142857	0.14285714285714285
6	11	Fishing	22	1141	45	22045	Iberia Parish, Louisiana	0500000US22045	1.0	5.285714285714286	2398.714285714286	1.0
7	11	Fishing	22	1141	51	22051	Jefferson Parish	0500000US22051	10.0	10.0	264.0	0.0
8	11	Fishing	22	1141	51	22051	Jefferson Parish, Louisiana	0500000US22051	11.875	17.625	353.125	0.0
9	11	Fishing	22	1141	57	22057	Lafourche Parish	0500000US22057	2.0	6.8	166.8	1.0
10	11	Fishing	22	1141	57	22057	Lafourche Parish, Louisiana	0500000US22057	3.0	0.4097222222222223	126.5	0.5
11	11	Fishing	22	1141	71	22071	Orleans Parish	0500000US22071	4.0	0.0	93.0	0.0
12	11	Fishing	22	1141	71	22071	Orleans Parish, Louisiana	0500000US22071	2.5	0.2678571428571428	1339.794642857143	0.75
13	11	Fishing	22	1141	75	22075	Plaquemines Parish	0500000US22075	8.0	0.0	754.0	0.0
14	11	Fishing	22	1141	75	22075	Plaquemines Parish, Louisiana	0500000US22075	10.625	18.0	809.125	0.0
15	11	Fishing	22	1141	87	22087	St. Bernard Parish	0500000US22087	3.0	10.200000000000001	250.20000000000002	1.0
16	11	Fishing	22	1141	87	22087	St. Bernard Parish, Louisiana	0500000US22087	2.75	-2.1805555555555554	174.4375	0.75
17	11	Fishing	22	1141	89	22089	St. Charles Parish	0500000US22089	2.0	6.8	166.8	1.0
18	11	Fishing	22	1141	89	22089	St. Charles Parish, Louisiana	0500000US22089	1.75	-1.3313492063492063	700.6160714285714	1.0
19	11	Fishing	22	1141	101	22101	St. Mary Parish, Louisiana	0500000US22101	1.0	-0.1696428571428572	1218.107142857143	1.0
20	11	Fishing	22	1141	103	22103	St. Tammany Parish	0500000US22103	2.0	6.8	166.8	1.0
21	11	Fishing	22	1141	103	22103	St. Tammany Parish, Louisiana	0500000US22103	3.75	6.625	406.125	0.0
22	11	Fishing	22	1141	109	22109	Terrebonne Parish	0500000US22109	20.0	51.0	781.0	0.0
23	11	Fishing	22	1141	109	22109	Terrebonne Parish, Louisiana	0500000US22109	18.0	70.875	890.5	0.0
24	11	Fishing	22	1141	113	22113	Vermilion Parish	0500000US22113	2.0	6.8	166.8	1.0
25	11	Fishing	22	1141	113	22113	Vermilion Parish, Louisiana	0500000US22113	3.0	9.535714285714286	1901.7142857142858	0.14285714285714285
26	11	Fishing	22	1141	121	22121	West Baton Rouge Parish, Louisiana	0500000US22121	1.0	3.080357142857143	1260.044642857143	1.0
27	11	Forest nurseries and gathering of forest products	22	1132	19	22019	Calcasieu Parish	0500000US22019	1.0	4.0	73.2	1.0
28	11	Forest nurseries and gathering of forest products	22	1132	19	22019	Calcasieu Parish, Louisiana	0500000US22019	1.0	6.733333333333334	171.4666666666667	1.0
29	11	Forest nurseries and gathering of forest products	22	1132	27	22027	Claiborne Parish	0500000US22027	1.0	4.0	73.2	1.0
30	11	Forest nurseries and gathering of forest products	22	1132	27	22027	Claiborne Parish, Louisiana	0500000US22027	1.0	5.050000000000001	128.60000000000002	1.0
