	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	GEO_ID	estab_agg	emp_agg	payann_agg	emp_api	payann_api	estab_api
0	42	999	Statewide	11	Cotton ginning	42	115111	0500000US42019	1.0	0.0	0.0	0.0	0.0	1.0
1	42	999	Statewide	11	Crop harvesting, primarily by machine	42	115113	0500000US420030500000US420190500000US420190500000US420270500000US420270500000US420290500000US420550500000US420610500000US420690500000US420710500000US420710500000US420750500000US42075	15.142857142857142	12.142857142857142	518.7142857142857	29.555555555555557	1295.6666666666667	7.222222222222222
2	42	999	Statewide	11	Farm labor contractors and crew leaders	42	115115	0500000US420110500000US420110500000US420150500000US420190500000US420210500000US420210500000US420290500000US420290500000US420550500000US420690500000US420690500000US420710500000US420710500000US42087	17.2	26.4	1094.6	221.55555555555551	6887.777777777777	5.666666666666667
3	42	999	Statewide	11	Farm management services	42	115116	0500000US420170500000US420170500000US420290500000US420290500000US420410500000US420710500000US420710500000US420730500000US420750500000US420910500000US42091	14.583333333333332	0.0	0.0	12.0	823.4444444444445	7.0
4	42	999	Statewide	11	Finfish fishing	42	114111	0500000US420110500000US420890500000US420890500000US421010500000US42101	5.0	0.0	0.0	0.0	0.0	1.75
5	42	999	Statewide	11	Forest nurseries and gathering of forest products	42	113210	0500000US420030500000US420030500000US420150500000US420150500000US420350500000US420350500000US420390500000US420430500000US420430500000US420470500000US420470500000US420630500000US420910500000US420910500000US421150500000US42131	16.75	0.0	0.0	36.888888888888886	1603.3333333333333	8.0
6	42	999	Statewide	11	Hunting and trapping	42	114210	0500000US420030500000US420050500000US420170500000US420170500000US420770500000US420770500000US420850500000US421030500000US421030500000US421050500000US421110500000US421110500000US421170500000US421170500000US421230500000US421310500000US42131	18.666666666666668	4.333333333333333	97.66666666666669	13.555555555555555	780.1111111111111	9.555555555555555
7	42	999	Statewide	11	Logging	42	113310	0500000US420010500000US420010500000US420050500000US420090500000US420090500000US420110500000US420110500000US420130500000US420130500000US420150500000US420150500000US420170500000US420170500000US420190500000US420190500000US420210500000US420210500000US420230500000US420230500000US420270500000US420270500000US420290500000US420290500000US420310500000US420310500000US420330500000US420330500000US420350500000US420350500000US420390500000US420390500000US420410500000US420430500000US420430500000US420470500000US420470500000US420490500000US420490500000US420510500000US420510500000US420530500000US420530500000US420550500000US420550500000US420570500000US420570500000US420610500000US420610500000US420630500000US420630500000US420650500000US420650500000US420670500000US420670500000US420690500000US420690500000US420710500000US420710500000US420730500000US420750500000US420790500000US420790500000US420810500000US420810500000US420830500000US420830500000US420850500000US420850500000US420870500000US420870500000US420890500000US420890500000US420910500000US420910500000US420970500000US420990500000US420990500000US421030500000US421050500000US421050500000US421070500000US421070500000US421090500000US421090500000US421110500000US421110500000US421130500000US421130500000US421150500000US421150500000US421170500000US421170500000US421190500000US421190500000US421210500000US421210500000US421230500000US421230500000US421250500000US421270500000US421270500000US421290500000US421290500000US421310500000US421310500000US421330500000US42133	426.8797619047619	933.445238095238	36899.20476190476	747.1111111111111	25016.333333333332	212.33333333333337
8	42	999	Statewide	11	Other marine fishing	42	114119	0500000US420370500000US420370500000US420390500000US420490500000US420850500000US421130500000US42113	7.0	0.0	0.0	1.8	32.8	3.4
9	42	999	Statewide	11	Postharvest crop activities (except cotton ginning)	42	115114	0500000US420290500000US420290500000US420370500000US420370500000US420390500000US420550500000US420710500000US420710500000US420730500000US420730500000US420750500000US420750500000US421110500000US421190500000US421190500000US421330500000US42133	27.75	208.125	6636.0	136.44444444444446	4943.555555555556	14.666666666666666
