,relevant_naics,estab,emp,payann,fips
59234,21,9,80,2962,39105
59235,22,3,28,2611,39105
59236,23,34,179,8514,39105
59237,42,5,82,2377,39105
59238,51,3,9,374,39105
59239,52,13,135,5292,39105
59240,54,13,65,1692,39105
59241,53,4,16,545,39105
59242,56,16,74,2558,39105
59243,62,44,575,17374,39105
59244,71,3,1,22,39105
59245,72,31,451,6416,39105
59246,81,53,165,2789,39105
59247,23,109,1092,70617,39159
59249,22,3,95,8712,39159
59250,42,83,1317,89196,39159
59251,51,20,147,5746,39159
59252,52,67,424,19995,39159
59253,53,49,173,6494,39159
59254,54,111,4446,299527,39159
59255,55,6,1760,206170,39159
59256,56,75,1834,61009,39159
59257,61,14,195,3750,39159
59258,62,79,2028,89829,39159
59259,71,20,236,3903,39159
59260,72,85,1650,25559,39159
59261,81,131,668,20190,39159
59262,21,3,36,2083,39131
59264,11,3,18,360,39131
59265,22,4,105,9316,39131
59266,23,33,239,13446,39131
59267,42,12,122,5190,39131
59269,11,7,10,733,39061
59270,21,11,89,5157,39061
59271,22,65,2028,204360,39061
59272,51,6,45,1337,39131
59273,52,34,256,10156,39131
59274,53,10,77,2522,39131
59275,54,24,1935,139424,39131
59276,56,15,663,34508,39131
59277,62,53,1598,54528,39131
59278,23,1384,20438,1286948,39061
59279,72,40,609,8208,39131
59280,71,3,46,408,39131
59281,81,41,170,2728,39131
59283,11,3,10,149,39021
59284,23,53,240,10226,39021
59285,42,24,309,13864,39021
59286,51,10,47,2124,39021
59287,52,37,188,8993,39021
59288,53,23,63,2361,39021
59289,54,41,233,16616,39021
59290,55,5,552,7676,39021
59291,56,24,733,28672,39021
59292,61,4,126,5062,39021
59293,62,45,783,29417,39021
59294,72,50,678,9040,39021
59295,71,12,262,2525,39021
59296,81,91,372,7176,39021
59297,42,1287,26329,1778725,39061
59299,21,4,29,1626,39057
59300,22,5,137,8868,39057
59301,23,218,1556,82193,39057
59302,42,94,929,50661,39057
59304,22,3,40,2704,39125
59305,23,24,71,3089,39125
59306,42,13,150,7243,39125
59307,51,5,26,842,39125
59308,52,21,90,4278,39125
59309,53,7,21,381,39125
59310,54,14,67,1735,39125
59311,56,8,28,818,39125
59312,62,27,539,14974,39125
59313,72,32,254,3052,39125
59314,81,39,136,2409,39125
59315,51,49,708,42680,39057
59318,21,15,588,37919,39127
59320,22,5,41,3662,39161
59321,23,40,225,10298,39161
59322,11,8,23,730,39133
59323,21,19,169,11715,39133
59324,22,6,34,3441,39133
59325,23,309,1779,116816,39133
59326,52,204,1596,118881,39057
59327,53,124,406,14403,39057
59329,11,3,8,136,39003
59330,21,4,19,1638,39003
59331,22,7,205,11459,39003
59332,23,186,1920,108057,39003
59333,54,489,11602,981345,39057
59334,42,133,2445,122468,39003
59335,55,14,241,15186,39057
59336,56,163,1812,65530,39057
59337,61,61,2796,74995,39057
59338,62,404,8147,388708,39057
59339,71,37,635,15726,39057
59340,72,350,8797,134824,39057
59341,81,335,2442,62136,39057
59342,51,41,653,27247,39003
59343,99,8,5,179,39057
59344,52,144,965,54014,39003
59345,53,79,307,9506,39003
59346,54,152,1458,62328,39003
59347,51,423,14559,1297187,39061
59348,55,20,628,50869,39003
59349,56,122,2105,65418,39003
59350,61,30,1501,35751,39003
59351,62,286,10170,494786,39003
59352,52,1525,34747,3369904,39061
59353,21,14,185,9663,39049
59355,11,7,45,1157,39049
59356,22,94,6583,792719,39049
59357,71,40,449,6272,39003
59358,72,215,4290,69740,39003
59359,23,1661,26727,1811783,39049
59360,81,301,2116,44986,39003
59361,99,3,3,31,39003
59362,53,1075,6827,416191,39061
59363,54,2510,40185,3433768,39061
59365,22,7,117,11112,39087
59366,23,76,940,62328,39087
59367,42,31,259,10283,39087
59368,42,1417,32274,2235415,39049
59369,51,9,94,4641,39087
59370,52,56,293,10383,39087
59371,53,31,220,6878,39087
59372,54,39,198,6631,39087
59373,55,5,46,4780,39087
59374,56,41,377,13565,39087
59375,61,6,59,843,39087
59376,62,119,2550,64986,39087
59377,55,277,28803,3505303,39061
59378,56,1154,37858,1374601,39061
59379,72,62,1271,18247,39087
59380,71,12,26,332,39087
59381,81,96,429,8725,39087
59382,61,336,11773,425959,39061
59383,62,2390,88197,4905540,39061
59385,21,3,9,412,39101
59386,22,7,80,8076,39101
59387,23,71,474,24116,39101
59388,71,330,11467,660973,39061
59389,72,2010,45906,804947,39061
59390,42,43,507,26171,39101
59391,81,2025,18614,591751,39061
59392,99,21,24,1248,39061
59393,51,24,470,18010,39101
59394,52,72,360,19722,39101
59395,53,37,141,4452,39101
59396,54,60,271,10388,39101
59397,55,6,124,9587,39101
59398,56,51,1390,38359,39101
59400,22,3,21,1820,39115
59401,23,18,55,1858,39115
59402,42,5,100,5285,39115
59403,51,3,24,783,39115
59404,52,7,80,2873,39115
59405,53,3,5,45,39115
59406,62,15,471,12574,39115
59407,54,7,34,1771,39115
59408,56,6,37,1907,39115
59409,72,21,198,2271,39115
59410,81,26,56,924,39115
59411,61,8,156,5038,39101
59412,62,186,4834,209836,39101
59413,51,609,17568,1263439,39049
59414,71,20,116,2076,39101
59415,72,100,2241,30678,39101
59416,81,146,904,17243,39101
59417,52,2014,60219,4972659,39049
59419,11,6,13,392,39157
59420,21,32,671,42772,39157
59421,22,3,61,5481,39157
59422,23,207,1272,58814,39157
59423,53,1641,12378,662873,39049
59424,42,87,901,44768,39157
59425,54,3739,44446,3369261,39049
59426,51,25,347,13992,39157
59427,52,113,657,31662,39157
59428,53,67,337,12546,39157
59429,55,333,27926,2667277,39049
59430,21,34,295,16325,39169
59431,56,1568,51950,2004598,39049
59433,11,8,19,378,39169
59434,22,3,49,4525,39169
59435,23,323,1959,95999,39169
59436,54,131,1273,54689,39157
59437,55,8,176,5405,39157
59438,56,97,1210,38087,39157
59439,61,13,191,3898,39157
59440,62,206,4015,185686,39157
59441,42,136,2104,105568,39169
59442,71,36,272,5038,39157
59443,72,199,3060,41712,39157
59444,81,304,1730,41560,39157
59446,21,4,115,6645,39175
59447,23,54,678,44324,39175
59448,42,28,388,18295,39175
59449,51,6,34,1288,39175
59450,52,31,200,10041,39175
59451,53,12,20,473,39175
59452,54,30,87,2768,39175
59453,56,21,470,8762,39175
